routeId,geometryId,kind,routeKey,floor,image,card,sheet,cell,changed,pointsBefore,pointsAfter,turnsBefore,turnsAfter,routeLengthBefore,routeLengthAfter,clearanceBefore,clearanceAfter,redundantCollinearPointsAfter,lowAngleAlternationsAfter,visualReviewStatus,wallCrossing,unnecessaryBend,endpointIssue,reviewNotes
R00332,G0163,sameFloor,外科门诊|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0163.jpg,all-route-sheets/sheet-011.jpg,3,false,8,8,0,0,26.499648,26.499648,20.375,20.375,0,1,pending,,,,
R00333,G0164,sameFloor,外科门诊|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0164.jpg,all-route-sheets/sheet-011.jpg,4,false,6,6,0,0,46.65989,46.65989,22.969,22.969,0,0,pending,,,,
R00334,G0165,sameFloor,外科门诊|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0165.jpg,all-route-sheets/sheet-011.jpg,5,false,6,6,0,0,44.346784,44.346784,22.969,22.969,0,0,pending,,,,
R00335,G0166,sameFloor,外科门诊|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0166.jpg,all-route-sheets/sheet-011.jpg,6,false,5,5,0,0,45.330975,45.330975,20.772,20.772,0,0,pending,,,,
R00336,G0167,sameFloor,外科门诊|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0167.jpg,all-route-sheets/sheet-011.jpg,7,true,18,8,0,0,45.630083,45.630083,20.375,20.375,0,0,pending,,,,
R00337,G0141,sameFloor,多功能科|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0141.jpg,all-route-sheets/sheet-009.jpg,13,true,24,13,2,2,84.765272,84.765272,20.575,20.575,0,2,pending,,,,
R00338,G0149,sameFloor,多功能科|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0149.jpg,all-route-sheets/sheet-010.jpg,5,true,19,12,2,2,74.288457,74.288457,20.197,20.197,0,0,pending,,,,
R00339,G0156,sameFloor,多功能科|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0156.jpg,all-route-sheets/sheet-010.jpg,12,false,8,8,1,1,66.008299,66.008299,20.772,20.772,0,0,pending,,,,
R00340,G0162,sameFloor,多功能科|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0162.jpg,all-route-sheets/sheet-011.jpg,2,true,19,9,0,0,65.070663,65.070663,20.197,20.197,0,0,pending,,,,
R00341,G0168,sameFloor,多功能科|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0168.jpg,all-route-sheets/sheet-011.jpg,8,false,7,7,2,2,65.960206,65.960206,20.375,20.375,0,0,pending,,,,
R00342,G0169,sameFloor,多功能科|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0169.jpg,all-route-sheets/sheet-011.jpg,9,false,8,8,0,0,28.382794,28.382794,21.575,21.575,0,1,pending,,,,
R00343,G0170,sameFloor,多功能科|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0170.jpg,all-route-sheets/sheet-011.jpg,10,false,7,7,0,0,26.59604,26.59604,20.375,20.375,0,1,pending,,,,
R00344,G0171,sameFloor,多功能科|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0171.jpg,all-route-sheets/sheet-011.jpg,11,false,7,7,0,0,27.083029,27.083029,21.575,21.575,0,1,pending,,,,
R00345,G0172,sameFloor,多功能科|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0172.jpg,all-route-sheets/sheet-011.jpg,12,true,29,8,1,1,29.802665,29.802665,20.197,20.197,0,0,pending,,,,
R00346,G0142,sameFloor,妇科门诊|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0142.jpg,all-route-sheets/sheet-009.jpg,14,false,7,7,0,0,22.891378,22.891378,20.375,20.375,0,0,pending,,,,
R00347,G0150,sameFloor,妇科门诊|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0150.jpg,all-route-sheets/sheet-010.jpg,6,false,6,6,0,0,20.847733,20.847733,20.375,20.375,0,0,pending,,,,
R00348,G0157,sameFloor,妇科门诊|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0157.jpg,all-route-sheets/sheet-010.jpg,13,false,10,10,0,0,37.485753,37.485753,20.375,20.375,0,2,pending,,,,
R00349,G0163,sameFloor,妇科门诊|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0163.jpg,all-route-sheets/sheet-011.jpg,3,false,8,8,0,0,26.499648,26.499648,20.375,20.375,0,1,pending,,,,
R00350,G0168,sameFloor,妇科门诊|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0168.jpg,all-route-sheets/sheet-011.jpg,8,false,7,7,2,2,65.960206,65.960206,20.375,20.375,0,0,pending,,,,
R00351,G0173,sameFloor,妇科门诊|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0173.jpg,all-route-sheets/sheet-011.jpg,13,false,7,7,1,1,46.92102,46.92102,20.375,20.375,0,0,pending,,,,
R00352,G0174,sameFloor,妇科门诊|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0174.jpg,all-route-sheets/sheet-011.jpg,14,false,7,7,1,1,44.580525,44.580525,20.375,20.375,0,0,pending,,,,
R00353,G0175,sameFloor,妇科门诊|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0175.jpg,all-route-sheets/sheet-011.jpg,15,false,6,6,1,1,45.559852,45.559852,20.375,20.375,0,0,pending,,,,
R00354,G0176,sameFloor,妇科门诊|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0176.jpg,all-route-sheets/sheet-011.jpg,16,true,14,8,2,2,46.039977,46.039977,20.375,20.375,0,0,pending,,,,
R00355,G0143,sameFloor,急诊科办公区|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0143.jpg,all-route-sheets/sheet-009.jpg,15,false,12,12,2,2,65.379483,65.379483,20.375,20.375,0,1,pending,,,,
R00356,G0151,sameFloor,急诊科办公区|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0151.jpg,all-route-sheets/sheet-010.jpg,7,false,11,11,3,3,55.914389,55.914389,20.984,20.984,0,0,pending,,,,
R00357,G0158,sameFloor,急诊科办公区|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0158.jpg,all-route-sheets/sheet-010.jpg,14,true,27,7,2,2,46.810552,46.810552,20.394,20.394,0,0,pending,,,,
R00358,G0164,sameFloor,急诊科办公区|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0164.jpg,all-route-sheets/sheet-011.jpg,4,false,6,6,0,0,46.65989,46.65989,22.969,22.969,0,0,pending,,,,
R00359,G0169,sameFloor,急诊科办公区|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0169.jpg,all-route-sheets/sheet-011.jpg,9,false,8,8,0,0,28.382794,28.382794,21.575,21.575,0,1,pending,,,,
R00360,G0173,sameFloor,急诊科办公区|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0173.jpg,all-route-sheets/sheet-011.jpg,13,false,7,7,1,1,46.92102,46.92102,20.375,20.375,0,0,pending,,,,
R00361,G0177,sameFloor,急诊科办公区|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0177.jpg,all-route-sheets/sheet-012.jpg,1,false,2,2,0,0,2.318238,2.318238,97.0,97.0,0,0,pending,,,,
R00362,G0178,sameFloor,急诊科办公区|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0178.jpg,all-route-sheets/sheet-012.jpg,2,false,2,2,0,0,1.396189,1.396189,125.0,125.0,0,0,pending,,,,
R00363,G0179,sameFloor,急诊科办公区|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0179.jpg,all-route-sheets/sheet-012.jpg,3,false,2,2,0,0,18.922545,18.922545,44.0,44.0,0,0,pending,,,,
R00364,G0144,sameFloor,检验科|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0144.jpg,all-route-sheets/sheet-009.jpg,16,false,14,14,1,1,63.097619,63.097619,20.375,20.375,0,1,pending,,,,
R00365,G0152,sameFloor,检验科|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0152.jpg,all-route-sheets/sheet-010.jpg,8,false,11,11,3,3,53.601284,53.601284,20.984,20.984,0,0,pending,,,,
R00366,G0159,sameFloor,检验科|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0159.jpg,all-route-sheets/sheet-010.jpg,15,true,27,7,2,2,44.496939,44.496939,20.394,20.394,0,0,pending,,,,
R00367,G0165,sameFloor,检验科|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0165.jpg,all-route-sheets/sheet-011.jpg,5,false,6,6,0,0,44.346784,44.346784,22.969,22.969,0,0,pending,,,,
R00368,G0170,sameFloor,检验科|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0170.jpg,all-route-sheets/sheet-011.jpg,10,false,7,7,0,0,26.59604,26.59604,20.375,20.375,0,1,pending,,,,
R00369,G0174,sameFloor,检验科|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0174.jpg,all-route-sheets/sheet-011.jpg,14,false,7,7,1,1,44.580525,44.580525,20.375,20.375,0,0,pending,,,,
R00370,G0177,sameFloor,检验科|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0177.jpg,all-route-sheets/sheet-012.jpg,1,false,2,2,0,0,2.318238,2.318238,97.0,97.0,0,0,pending,,,,
R00371,G0180,sameFloor,检验科|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0180.jpg,all-route-sheets/sheet-012.jpg,4,false,2,2,0,0,1.013036,1.013036,97.0,97.0,0,0,pending,,,,
R00372,G0181,sameFloor,检验科|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0181.jpg,all-route-sheets/sheet-012.jpg,5,false,2,2,0,0,16.650967,16.650967,53.0,53.0,0,0,pending,,,,
R00373,G0145,sameFloor,计算机机房|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0145.jpg,all-route-sheets/sheet-010.jpg,1,false,13,13,1,1,64.076946,64.076946,20.375,20.375,0,1,pending,,,,
R00374,G0153,sameFloor,计算机机房|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0153.jpg,all-route-sheets/sheet-010.jpg,9,false,10,10,3,3,54.585604,54.585604,20.772,20.772,0,0,pending,,,,
R00375,G0160,sameFloor,计算机机房|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0160.jpg,all-route-sheets/sheet-010.jpg,16,true,27,7,2,2,45.493323,45.493323,20.375,20.375,0,0,pending,,,,
R00376,G0166,sameFloor,计算机机房|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0166.jpg,all-route-sheets/sheet-011.jpg,6,false,5,5,0,0,45.330975,45.330975,20.772,20.772,0,0,pending,,,,
R00377,G0171,sameFloor,计算机机房|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0171.jpg,all-route-sheets/sheet-011.jpg,11,false,7,7,0,0,27.083029,27.083029,21.575,21.575,0,1,pending,,,,
R00378,G0175,sameFloor,计算机机房|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0175.jpg,all-route-sheets/sheet-011.jpg,15,false,6,6,1,1,45.559852,45.559852,20.375,20.375,0,0,pending,,,,
R00379,G0178,sameFloor,计算机机房|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0178.jpg,all-route-sheets/sheet-012.jpg,2,false,2,2,0,0,1.396189,1.396189,125.0,125.0,0,0,pending,,,,
R00380,G0180,sameFloor,计算机机房|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0180.jpg,all-route-sheets/sheet-012.jpg,4,false,2,2,0,0,1.013036,1.013036,97.0,97.0,0,0,pending,,,,
R00381,G0182,sameFloor,计算机机房|||超声医学科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0182.jpg,all-route-sheets/sheet-012.jpg,6,false,2,2,0,0,17.52791,17.52791,42.0,42.0,0,0,pending,,,,
R00382,G0146,sameFloor,超声医学科|||中医馆,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0146.jpg,all-route-sheets/sheet-010.jpg,2,true,23,12,3,3,64.785258,64.785258,20.575,20.575,0,2,pending,,,,
R00383,G0154,sameFloor,超声医学科|||伤口门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0154.jpg,all-route-sheets/sheet-010.jpg,10,true,18,11,2,2,54.847877,54.847877,20.375,20.375,0,0,pending,,,,
R00384,G0161,sameFloor,超声医学科|||内科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0161.jpg,all-route-sheets/sheet-011.jpg,1,true,19,9,2,2,47.250355,47.250355,20.375,20.375,0,0,pending,,,,
R00385,G0167,sameFloor,超声医学科|||外科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0167.jpg,all-route-sheets/sheet-011.jpg,7,true,18,8,0,0,45.630083,45.630083,20.375,20.375,0,0,pending,,,,
R00386,G0172,sameFloor,超声医学科|||多功能科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0172.jpg,all-route-sheets/sheet-011.jpg,12,true,29,8,1,1,29.802665,29.802665,20.197,20.197,0,0,pending,,,,
R00387,G0176,sameFloor,超声医学科|||妇科门诊,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0176.jpg,all-route-sheets/sheet-011.jpg,16,true,14,8,2,2,46.039977,46.039977,20.375,20.375,0,0,pending,,,,
R00388,G0179,sameFloor,超声医学科|||急诊科办公区,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0179.jpg,all-route-sheets/sheet-012.jpg,3,false,2,2,0,0,18.922545,18.922545,44.0,44.0,0,0,pending,,,,
R00389,G0181,sameFloor,超声医学科|||检验科,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0181.jpg,all-route-sheets/sheet-012.jpg,5,false,2,2,0,0,16.650967,16.650967,53.0,53.0,0,0,pending,,,,
R00390,G0182,sameFloor,超声医学科|||计算机机房,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0182.jpg,all-route-sheets/sheet-012.jpg,6,false,2,2,0,0,17.52791,17.52791,42.0,42.0,0,0,pending,,,,
R00391,G0183,floorNav,产科门诊|||S1|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0183.jpg,all-route-sheets/sheet-012.jpg,7,false,4,4,1,1,48.589318,48.589318,20.378,20.378,0,0,pending,,,,
R00392,G0183,floorNav,产科门诊|||S1|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0183.jpg,all-route-sheets/sheet-012.jpg,7,false,4,4,1,1,48.589318,48.589318,20.378,20.378,0,0,pending,,,,
R00393,G0184,floorNav,产科门诊|||S2|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0184.jpg,all-route-sheets/sheet-012.jpg,8,false,6,6,1,1,34.714262,34.714262,20.378,20.378,0,0,pending,,,,
R00394,G0184,floorNav,产科门诊|||S2|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0184.jpg,all-route-sheets/sheet-012.jpg,8,false,6,6,1,1,34.714262,34.714262,20.378,20.378,0,0,pending,,,,
R00395,G0185,floorNav,产科门诊|||S3|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0185.jpg,all-route-sheets/sheet-012.jpg,9,true,28,8,2,2,33.914609,33.914609,20.378,20.378,0,0,pending,,,,
R00396,G0185,floorNav,产科门诊|||S3|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0185.jpg,all-route-sheets/sheet-012.jpg,9,true,28,8,2,2,33.914609,33.914609,20.378,20.378,0,0,pending,,,,
R00397,G0186,floorNav,产科门诊|||S4|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0186.jpg,all-route-sheets/sheet-012.jpg,10,false,4,4,0,0,14.996066,14.996066,20.378,20.378,0,0,pending,,,,
R00398,G0186,floorNav,产科门诊|||S4|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0186.jpg,all-route-sheets/sheet-012.jpg,10,false,4,4,0,0,14.996066,14.996066,20.378,20.378,0,0,pending,,,,
R00399,G0187,floorNav,产科门诊|||S5|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0187.jpg,all-route-sheets/sheet-012.jpg,11,false,6,6,0,0,14.075493,14.075493,20.378,20.378,0,0,pending,,,,
R00400,G0187,floorNav,产科门诊|||S5|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0187.jpg,all-route-sheets/sheet-012.jpg,11,false,6,6,0,0,14.075493,14.075493,20.378,20.378,0,0,pending,,,,
R00401,G0188,floorNav,产科门诊|||S6|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0188.jpg,all-route-sheets/sheet-012.jpg,12,true,27,10,2,2,23.438442,23.438442,20.378,20.378,0,0,pending,,,,
R00402,G0188,floorNav,产科门诊|||S6|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0188.jpg,all-route-sheets/sheet-012.jpg,12,true,27,10,2,2,23.438442,23.438442,20.378,20.378,0,0,pending,,,,
R00403,G0189,floorNav,产科门诊|||S7|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0189.jpg,all-route-sheets/sheet-012.jpg,13,true,26,14,1,1,47.673451,47.673451,20.378,20.378,0,0,pending,,,,
R00404,G0189,floorNav,产科门诊|||S7|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0189.jpg,all-route-sheets/sheet-012.jpg,13,true,26,14,1,1,47.673451,47.673451,20.378,20.378,0,0,pending,,,,
R00405,G0190,floorNav,内镜诊疗中心|||S1|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0190.jpg,all-route-sheets/sheet-012.jpg,14,false,5,5,1,1,19.331097,19.331097,20.772,20.772,0,0,pending,,,,
R00406,G0190,floorNav,内镜诊疗中心|||S1|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0190.jpg,all-route-sheets/sheet-012.jpg,14,false,5,5,1,1,19.331097,19.331097,20.772,20.772,0,0,pending,,,,
R00407,G0191,floorNav,内镜诊疗中心|||S2|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0191.jpg,all-route-sheets/sheet-012.jpg,15,false,2,2,0,0,1.18376,1.18376,21.0,21.0,0,0,pending,,,,
R00408,G0191,floorNav,内镜诊疗中心|||S2|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0191.jpg,all-route-sheets/sheet-012.jpg,15,false,2,2,0,0,1.18376,1.18376,21.0,21.0,0,0,pending,,,,
R00409,G0192,floorNav,内镜诊疗中心|||S3|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0192.jpg,all-route-sheets/sheet-012.jpg,16,false,2,2,0,0,1.448108,1.448108,21.0,21.0,0,0,pending,,,,
R00410,G0192,floorNav,内镜诊疗中心|||S3|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0192.jpg,all-route-sheets/sheet-012.jpg,16,false,2,2,0,0,1.448108,1.448108,21.0,21.0,0,0,pending,,,,
R00411,G0193,floorNav,内镜诊疗中心|||S4|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0193.jpg,all-route-sheets/sheet-013.jpg,1,false,11,11,2,2,24.306657,24.306657,20.197,20.197,0,0,pending,,,,
R00412,G0193,floorNav,内镜诊疗中心|||S4|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0193.jpg,all-route-sheets/sheet-013.jpg,1,false,11,11,2,2,24.306657,24.306657,20.197,20.197,0,0,pending,,,,
R00413,G0194,floorNav,内镜诊疗中心|||S5|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0194.jpg,all-route-sheets/sheet-013.jpg,2,false,10,10,2,2,25.25081,25.25081,20.575,20.575,0,0,pending,,,,
R00414,G0194,floorNav,内镜诊疗中心|||S5|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0194.jpg,all-route-sheets/sheet-013.jpg,2,false,10,10,2,2,25.25081,25.25081,20.575,20.575,0,0,pending,,,,
R00415,G0195,floorNav,内镜诊疗中心|||S6|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0195.jpg,all-route-sheets/sheet-013.jpg,3,true,22,18,2,2,54.123314,54.123314,20.375,20.375,0,1,pending,,,,
R00416,G0195,floorNav,内镜诊疗中心|||S6|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0195.jpg,all-route-sheets/sheet-013.jpg,3,true,22,18,2,2,54.123314,54.123314,20.375,20.375,0,1,pending,,,,
R00417,G0196,floorNav,内镜诊疗中心|||S7|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0196.jpg,all-route-sheets/sheet-013.jpg,4,true,28,21,2,2,78.3826,78.3826,20.375,20.375,0,1,pending,,,,
R00418,G0196,floorNav,内镜诊疗中心|||S7|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0196.jpg,all-route-sheets/sheet-013.jpg,4,true,28,21,2,2,78.3826,78.3826,20.375,20.375,0,1,pending,,,,
R00419,G0197,floorNav,口腔科门诊|||S1|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0197.jpg,all-route-sheets/sheet-013.jpg,5,false,5,5,1,1,26.103316,26.103316,20.375,20.375,0,0,pending,,,,
R00420,G0197,floorNav,口腔科门诊|||S1|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0197.jpg,all-route-sheets/sheet-013.jpg,5,false,5,5,1,1,26.103316,26.103316,20.375,20.375,0,0,pending,,,,
R00421,G0198,floorNav,口腔科门诊|||S2|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0198.jpg,all-route-sheets/sheet-013.jpg,6,false,3,3,0,0,13.759788,13.759788,20.375,20.375,0,0,pending,,,,
R00422,G0198,floorNav,口腔科门诊|||S2|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0198.jpg,all-route-sheets/sheet-013.jpg,6,false,3,3,0,0,13.759788,13.759788,20.375,20.375,0,0,pending,,,,
R00423,G0199,floorNav,口腔科门诊|||S3|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0199.jpg,all-route-sheets/sheet-013.jpg,7,true,26,6,0,0,13.040701,13.040701,20.575,20.575,0,1,pending,,,,
R00424,G0199,floorNav,口腔科门诊|||S3|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0199.jpg,all-route-sheets/sheet-013.jpg,7,true,26,6,0,0,13.040701,13.040701,20.575,20.575,0,1,pending,,,,
R00425,G0200,floorNav,口腔科门诊|||S4|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0200.jpg,all-route-sheets/sheet-013.jpg,8,true,26,11,3,3,24.844193,24.844193,20.197,20.197,0,0,pending,,,,
R00426,G0200,floorNav,口腔科门诊|||S4|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0200.jpg,all-route-sheets/sheet-013.jpg,8,true,26,11,3,3,24.844193,24.844193,20.197,20.197,0,0,pending,,,,
R00427,G0201,floorNav,口腔科门诊|||S5|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0201.jpg,all-route-sheets/sheet-013.jpg,9,true,26,10,3,3,25.782422,25.782422,20.375,20.375,0,0,pending,,,,
R00428,G0201,floorNav,口腔科门诊|||S5|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0201.jpg,all-route-sheets/sheet-013.jpg,9,true,26,10,3,3,25.782422,25.782422,20.375,20.375,0,0,pending,,,,
R00429,G0202,floorNav,口腔科门诊|||S6|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0202.jpg,all-route-sheets/sheet-013.jpg,10,true,26,19,4,4,54.637935,54.637935,20.375,20.375,0,1,pending,,,,
R00430,G0202,floorNav,口腔科门诊|||S6|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0202.jpg,all-route-sheets/sheet-013.jpg,10,true,26,19,4,4,54.637935,54.637935,20.375,20.375,0,1,pending,,,,
R00431,G0203,floorNav,口腔科门诊|||S7|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0203.jpg,all-route-sheets/sheet-013.jpg,11,true,31,22,4,4,78.899594,78.899594,20.375,20.375,0,1,pending,,,,
R00432,G0203,floorNav,口腔科门诊|||S7|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0203.jpg,all-route-sheets/sheet-013.jpg,11,true,31,22,4,4,78.899594,78.899594,20.375,20.375,0,1,pending,,,,
R00433,G0204,floorNav,泌尿科门诊|||S1|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0204.jpg,all-route-sheets/sheet-013.jpg,12,true,9,8,0,0,54.675324,54.675324,20.591,20.591,0,0,pending,,,,
R00434,G0204,floorNav,泌尿科门诊|||S1|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0204.jpg,all-route-sheets/sheet-013.jpg,12,true,9,8,0,0,54.675324,54.675324,20.591,20.591,0,0,pending,,,,
R00435,G0205,floorNav,泌尿科门诊|||S2|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0205.jpg,all-route-sheets/sheet-013.jpg,13,true,14,11,0,0,40.774252,40.774252,20.197,20.197,0,1,pending,,,,
R00436,G0205,floorNav,泌尿科门诊|||S2|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0205.jpg,all-route-sheets/sheet-013.jpg,13,true,14,11,0,0,40.774252,40.774252,20.197,20.197,0,1,pending,,,,
R00437,G0206,floorNav,泌尿科门诊|||S3|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0206.jpg,all-route-sheets/sheet-013.jpg,14,true,28,13,1,1,39.994147,39.994147,20.197,20.197,0,1,pending,,,,
R00438,G0206,floorNav,泌尿科门诊|||S3|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0206.jpg,all-route-sheets/sheet-013.jpg,14,true,28,13,1,1,39.994147,39.994147,20.197,20.197,0,1,pending,,,,
R00439,G0207,floorNav,泌尿科门诊|||S4|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0207.jpg,all-route-sheets/sheet-013.jpg,15,false,8,8,0,0,22.472556,22.472556,20.575,20.575,0,0,pending,,,,
R00440,G0207,floorNav,泌尿科门诊|||S4|||toElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0207.jpg,all-route-sheets/sheet-013.jpg,15,false,8,8,0,0,22.472556,22.472556,20.575,20.575,0,0,pending,,,,
R00441,G0208,floorNav,泌尿科门诊|||S5|||fromElevator,3楼,/assets/floor-maps/3F.jpg,all-route-cards/route-0208.jpg,all-route-sheets/sheet-013.jpg,16,true,10,8,1,1,21.621783,21.621783,20.575,20.575,0,0,pending,,,,
